id,law_type,registry_number,procurement_method,procurement_name,auction_subject,procurement_code,lot_number,lot_name,starting_price,okdp_classification,okpd_classification,okpd2_classification,position_code,customer_name,organizing_organization,procurement_stage,application_start_date,application_end_date,short_name,created_at
127,44-ФЗ,0348500004425000465,Электронный аукцион,"Поставка лекарственного(-ых) препарата(-ов) для медицинского применения ДАКАРБАЗИН, ДАУНОРУБИЦИН, ПЕМЕТРЕКСЕД, ДОКСОРУБИЦИН",,'252502422347850240100107170012120244',,,936897.8,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-26 00:00:00,"закупка лекарств: дакарбазин, даунорубицин, пеметрексед, доксорубицин",2025-11-15 13:24:00.535717
128,44-ФЗ,0348500004425000464,Электронный аукцион,"Поставка лекарственного(-ых) препарата(-ов) для медицинского применения ФУЛВЕСТРАНТ, ЦИКЛОФОСФАМИД",,'252502422347850240100107180012120244',,,971798.2,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-26 00:00:00,"закупка лекарств: фулвестрант, циклофосфамид",2025-11-15 13:24:00.535717
129,44-ФЗ,0373200006225001579,Запрос котировок в электронной форме,Поставка электрического ручного инструмента для выполнения капитальных работ по ОПМ в 2025 г.,,'252771989683077190100100940010000243',,,856000,,,28.24.11.000: Инструменты ручные электрические; 27.90.31.110: Машины и оборудование электрические для пайки мягким и твердым припоем и сварки,28.24.11.000-00000031: Шуруповерт; 27.90.31.110-00000008: Сварочный аппарат; 28.24.11.000-00000036: Шлифмашина; 28.24.11.000-00000001: Дрель ручная электрическая,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЖИЛИЩНИК ИВАНОВСКОГО РАЙОНА""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,"закупка электроинструментов: шуруповёрт, сварочный аппарат, шлифмашина, дрель",2025-11-15 13:24:00.535717
130,44-ФЗ,0373100001025000955,Электронный аукцион,Поставка источника бесперебойного питания в комплекте с аккумуляторами,,'251773411103577340100109710012620244',,,426488.33,,,26.20.40.112: Источники питания постоянного тока,26.20.40.112: Источники питания постоянного тока,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""КУРЧАТОВСКИЙ ИНСТИТУТ""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""КУРЧАТОВСКИЙ ИНСТИТУТ""",Подача заявок,2025-11-13 00:00:00,2025-11-19 00:00:00,закупка ИБП с аккумуляторами,2025-11-15 13:24:00.535717
132,44-ФЗ,0348500004425000463,Электронный аукцион,"Поставка лекарственного(-ых) препарата(-ов) для медицинского применения ОКТРЕОТИД, ОНДАНСЕТРОН, ЭТОПОЗИД, ДЕНОСУМАБ",,'252502422347850240100107120012120244',,,957871.52,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-26 00:00:00,"закупка лекарств: октреотид, ондансетрон, этопозид, деносумаб",2025-11-15 13:24:00.535717
133,44-ФЗ,0348500004425000462,Электронный аукцион,"Поставка лекарственного(-ых) препарата(-ов) для медицинского применения ОКТРЕОТИД, ДЕНОСУМАБ, ЦИСПЛАТИН, ОНДАНСЕТРОН",,'252502422347850240100106920012120244',,,887932.72,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-26 00:00:00,"закупка лекарств: октреотид, деносумаб, цисплатин, ондансетрон",2025-11-15 13:24:00.535717
134,44-ФЗ,2400500000225000432,Электронный аукцион,Поставка октреотида на 2026 год,,'252504411967650440100105760012120244',,,787041,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СОЛНЕЧНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СОЛНЕЧНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка октреотида,2025-11-15 13:24:00.535717
135,44-ФЗ,2400500000225000425,Электронный аукцион,Поставка гозерелина на 2026 год,,'252504411967650440100105580012120244',,,728641.2,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СОЛНЕЧНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СОЛНЕЧНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка гозерелина,2025-11-15 13:24:00.535717
136,44-ФЗ,0348500004425000456,Электронный аукцион,"Поставка лекарственного(-ых) препарата(-ов) для медицинского применения ФАМОТИДИН, ХЛОРОПИРАМИН, ФТОРУРАЦИЛ, МЕТОТРЕКСАТ, ВИНКРИСТИН",,'252502422347850240100106830012120244',,,599720,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-24 00:00:00,"закупка лекарств: фамотидин, хлоропирамин, фторурацил, метотрексат, винкристин",2025-11-15 13:24:00.535717
137,44-ФЗ,0348100009525000817,Электронный аукцион,"Оказание услуг по сбору,транспортировке,обработке , утилизации, обезвреживанию и размещению медицинских отходов для нужд Санатория Архипо-Осиповка в 2026 году",,'251504401324650440100100030120000244',,,236310,,,38.12.11.000: Услуги по сбору опасных медицинских и прочих биологически опасных отходов,38.12.11.000: Услуги по сбору опасных медицинских и прочих биологически опасных отходов,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ И КУРОРТОЛОГИИ ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ И КУРОРТОЛОГИИ ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""",Подача заявок,2025-11-13 00:00:00,2025-11-24 00:00:00,закупка утилизации медицинских отходов,2025-11-15 13:24:00.535717
138,44-ФЗ,0348500004425000455,Электронный аукцион,Поставка лекарственного(-ых) препарата(-ов) для медицинского применения ГОЗЕРЕЛИН,,'252502422347850240100106840012120244',,,535729.92,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-24 00:00:00,закупка гозерелина,2025-11-15 13:24:00.535717
139,44-ФЗ,0348500004425000453,Электронный аукцион,"Поставка лекарственного(-ых) препарата(-ов) для медицинского применения ВИНОРЕЛБИН, КАРБОПЛАТИН, ВИНКРИСТИН, ФТОРУРАЦИЛ, КАЛЬЦИЯ ФОЛИНАТ",,'252502422347850240100106820012120244',,,993153.4,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-24 00:00:00,"закупка лекарств: винорелбин, карбоплатин, винкристин, фторурацил, кальция фолинат",2025-11-15 13:24:00.535717
140,44-ФЗ,0348500004425000452,Электронный аукцион,"Поставка лекарственного(-ых) препарата(-ов) для медицинского применения КАПЕЦИТАБИН, ДАКАРБАЗИН, ИРИНОТЕКАН, ГЕМЦИТАБИН",,'252502422347850240100106810012120244',,,995496,,,,,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,"закупка лекарств: капецитабин, дакарбазин, иринотекан, гемцитабин",2025-11-15 13:24:00.535717
141,223-ФЗ,32515401326,Прочие,Поставка молотилки с комплектующими (ЦГИМУ),,,1,Поставка молотилки с комплектующими (ЦГИМУ),284535,,,28.30.59.113: Молотилки,28.30.59.113: Молотилки,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СЕЛЬСКОХОЗЯЙСТВЕННОЙ БИОТЕХНОЛОГИИ""",,Подача заявок,2025-11-13 00:00:00,2025-11-17 00:00:00,закупка молотилки с комплектующими,2025-11-15 13:24:00.535717
142,44-ФЗ,0373200084325000064,Запрос котировок в электронной форме,Электронный запрос котировок на заключения договора на поставку стаканчиков для воды,,'252772421677677240100100730010000244',,,264000,,,22.29.23.110: Посуда столовая и кухонная пластмассовая,22.29.23.110-00000051: Посуда одноразовая пластмассовая,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 91ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 91ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка стаканчиков для воды,2025-11-15 13:24:00.535717
143,44-ФЗ,0373200127625000026,Электронный аукцион,Аукцион в электронной форме на право заключения договора на поставку хозяйственных товаров для  ГАУЗ «СП № 19 ДЗМ»,,'252770400516777040100100290010000244',,,947000,,,"17.22.11.140: Скатерти и салфетки для стола из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон; 17.22.11.130: Салфетки и полотенца гигиенические или косметические из бумажной массы, бумаги, целлюлозной ваты и полотна из целлюлозных волокон",17.22.11.140-00000004: Салфетка бумажная для сервировки стола; 17.22.11.130-00000005: Полотенце бумажное,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 19 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 19 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,"закупка хозяйственных товаров: салфетки, полотенца",2025-11-15 13:24:00.535717
144,44-ФЗ,0373200127625000025,Электронный аукцион,Аукцион в электронной форме на право заключения договора на поставку хозяйственных товаров для  ГАУЗ «СП № 19 ДЗМ»,,'252770400516777040100100300010000244',,,41274.2,,,22.22.1: Изделия пластмассовые упаковочные,22.22.10.000-00000005: Мешок полимерный,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 19 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 19 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка мешков полимерных,2025-11-15 13:24:00.535717
145,44-ФЗ,0373200127625000024,Электронный аукцион,Аукцион в электронной форме на право заключения договора на поставку реагента противогололёдного для  ГАУЗ «СП № 19 ДЗМ»,,'252770400516777040100100310010000244',,,12755,,,20.59.43.130: Антиобледенители,20.59.43.130: Антиобледенители,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 19 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 19 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка реагента противогололёдного,2025-11-15 13:24:00.535717
